Country,State,City,Name,Category,Description,Website
United States,California,Berkeley,BioAge Labs,Healthcare,BioAge Labs is a developer of a machine learning powered platform to measure human aging and accelerate drug discovery. BioAge Labs initially targets specific diseases where aging is causal; however; the company's ultimate goal is to combat the suffering and disability caused by all aging-related diseases; and to restore both the quality and quantity of life in old age.,http://www.bioagelabs.com
United States,California,Culver City,Cognition Technologies,Healthcare,Cognition Technologies develops Cognition's Semantic NLP; a patented linguistic meaning-based text processing technology that; per the company; is able to simultaneously deliver high levels of precision and recall than is possible with currently used NLP and Search technologies.,http://www.cognition.com
United States,California,Cupertino,HEALTH[at]SCALE Technologies,Healthcare,Machine Intelligence for Care Prediction,http://www.healthatscale.com/
United States,California,Fremont,SimplifiMed; Inc.,Healthcare,See More of Your Patients. Thrive in Value-Based Care.,’_https://www.simplifimed.com/
United States,California,La Jolla,Altoida,Healthcare,Altoida has developed a machine learning algorithm is based on patient data of over 2500 AD patients in a time series over 8 years. Using an augmented reality based test on a smartphone; the company can diagnose AD up to 6 years prior it’çs onset with 94% accuracy,http://www.altoida.com
United States,California,La Jolla,CureMetrix,Healthcare,Deep learning in medical imaging. First target: breast cancer.,http://www.curemetrix.com
United States,California,Los Altos,Gauss Surgical,Healthcare,Gauss Surgical is a medical technology company based in Los Altos; California. Founded in 2011; it develops FDA-grade mobile applications for patient monitoring; with a focus on computer vision and machine learning applications. Gauss's flagship product; Triton is the world's only real-time monitor for surgical blood loss and has four FDA clearances along with approval for CE Mark.,http://www.gausssurgical.com
United States,California,Los Altos,Globavir Biosciences,Healthcare,Globavir is a specialty biotechnology company with a unique approach to unlocking the potential of the 505(b)(2) regulatory path. Globavir leverages its highly predictive; machine learning GDDP platform; initially developed at Stanford University; to generate small molecule candidates in oncology and infectious diseases. The company is exploring multiple infectious diseases with its lead product; GBV006; entering into Phase1b/2a clinical trial in the first half of 2016. Globavir is also developing a pipeline in immuno-oncology; targeting checkpoint inhibitor pathways and has exclusive global licenses to develop and commercialize a blood based diagnostic test platform from Stanford University.,http://www.globavir.com
United States,California,Los Altos,Qventus,Healthcare,Qventus; formerly analyticsMD; uses a hospital's data along with proprietary external data signals to help managers proactively manage day-to-day operations. Qventus' algorithms analyze hospital data along important operational and clinical metrics; allowing hospital staff to both monitor operational performance and automatically diagnose operational issues in real time. In addition; Qventus' machine-learning based forecasting techniques enable hospitals to predict patient volumes and optimally allocate resources ’_’_’± such as staff; beds; and rooms ’_’_’± to meet this demand. These insights are delivered to staff in the workflows with which they are already accustomed.,http://www.qventus.com
United States,California,Los Angeles,Caligenix,Healthcare,Caligenix is founded on the belief that personalized medicine and lifestyle healthcare will revolutionize how we take care of ourselves with a new preventie customized approach.,https://www.caligenix.com/
United States,California,Los Angeles,VoxelCloud,Healthcare,VoxelCloud (__’±Îç’ö’_Îç_’À__’_) utilizes artificial intelligence and cloud-computing technologies to provide automated medical image analysis and clinical decision support for medical practitioners. Founded in 2015; VoxelCloud aims to provide accurate; accessible; and personalized medical image analysis by building medical image knowledge graph based on medical semantics and multiple artificial intelligence models.,http://www.voxelcloud.io
United States,California,Menlo Park,NuMedii,Healthcare,NuMedii discovers and de-risks effective new drugs by translating its predictive Big Data technology into therapies with a higher probability of therapeutic success. The company's Big Data technology consists of billions of data points of ever-increasing amounts of comprehensive disease; pharmacological and clinical data. NuMedii integrates these data with network-based algorithms to discover drug-disease connections and biomarkers that are predictive of efficacy. The company has successfully validated its Big Data technology as six of six drug candidates have demonstrated preclinical activity for the predicted new indication. NuMedii will partner with pharmaceutical companies for the development and commercialization of its therapeutic candidates.,http://www.numedii.com
United States,California,Milpitas,Bigfoot Biomedical,Healthcare,Developing an end-to-end Type 1 Diabetes Management System using simple design; cloud connectivity and human centered automation.,https://www.bigfootbiomedical.com/
United States,California,Milpitas,Sikka Software,Healthcare,Sikka Software Corporation provides in Business Intelligence Software for the healthcare and small business communities. The company began with a simple vision; to help healthcare providers and small offices optimize their businesses via a series of easy to use cloud based applications using the Sikka Platform Utility. Sikka Platform Cloud allows seamless compatibility to over 96% of the dental; veterinary; vision care and hearing care markets in the United States. Sikka Software Corporation has over 13;500 installations and is experiencing strong growth and market presence in the retail healthcare big data space.,http://www.sikkasoft.com
United States,California,Mountain View,Athelas,Healthcare,Athelas - rapid diagnostics through deep learning,http://www.athelas.com
United States,California,Mountain View,Brite Health,Healthcare,AI Platform for Drug Development,https://britehealth.co/
United States,California,Palo Alto,Bioz,Healthcare,Bioz provides a cloud search engine built for life science experimentation. The platform's patent-pending software architecture leverages Natural Language Processing (NLP) and Machine Learning (ML) to mine and structure hundreds of millions of pages of complex and unstructured scientific papers to allow researchers to select products; plan experiments; write papers; apply for grants and collaborate; speeding up experimentation and drug discovery.,http://www.bioz.com
United States,California,Palo Alto,CloudMedx Inc,Healthcare,CloudMedx Inc. designs artificial intelligence driven software for medical analytics.,http://www.cloudmedxhealth.com
United States,California,Palo Alto,Potbotics,Healthcare,Potbotics aims to elevate the cannabis industry to higher medical standards by streamlining the prescription; cultivation and consumer cannabis selection process. The company's diverse technology offering blends robotics; artificial intelligence; DNA analysis and cannabis research to address the major pain points in the medical marijuana industry; benefiting patients; physicians; cultivators and dispensary owners. Together its three products create an enterprise technology platform for medical marijuana.,http://www.potbotics.com
United States,California,Palo Alto,Telelytics.io,Healthcare,Telelytics is a machine learning platform that analyzes health records to help doctors identify patients best fit for remote visits.,https://telelytics.io/
United States,California,Palo Alto,twoXAR; Incorporated,Healthcare,twoXAR is an artificial intelligence-driven drug discovery company. They leverage their computational platform to identify promising drug candidates; validate & de-risk them through preclinical studies; and progress candidates to the clinic through industry and investor partnerships.,http://www.twoxar.com
United States,California,Pasadena,Deep 6 AI,Healthcare,Deep 6 AI (formerly Deep 6 Analytics) finds patients for clinical trials in minutes; getting life-saving cures to people faster.,http://www.deep6.ai
United States,California,Pasadena,Embodied; Inc.,Healthcare,We are developing robots that care for people.,http://www.embodied.me/
United States,California,Redwood City,Robin (Formerly Learning Motors),Healthcare,Robin marries cutting edge machine learning; always-on voice; and consumer design to create new kind of artificial intelligence.,http://www.gorobin.com
United States,California,San Bruno,Numerate,Healthcare,Numerate is a privately held biotechnology company that applies novel machine-learning algorithms; at cloud scale; to overcome major challenges in small molecule drug discovery. Numerate's drug design platform combines advances in computer science and statistics with traditional medicinal chemistry approaches to address; in parallel; the factors that determine the success and failure of a drug candidate. Numerate is using this proprietary platform to develop a pipeline of drug programs in the cardiovascular; metabolic and neurodegenerative disease areas; focused on targets not typically addressed by computer-aided drug discovery.,http://www.numerate.com
United States,California,San Diego,Amara Health Analytics,Healthcare,Amara Health Analytics provides real-time predictive analytics to support clinicians in the early detection of critical disease states. Early detection enables rapid response; driving better patient outcomes and lower healthcare costs. Clinical Vigilance for Sepsis software automatically monitors all patients all the time; issuing alerts that bring immediate attention to at-risk patients.,http://www.amarahealthanalytics.com
United States,California,San Diego,Arctica Health; Inc,Healthcare,Predictive analytics products and solutions for the underserved mental health market,http://arcticahealth.com/
United States,California,San Diego,Pathway Genomics,Healthcare,Pathway Genomics; founded in 2008; provides physicians and their patients with actionable and accurate genetic information to improve or maintain health and wellness. The company's mobile health applications merge artificial intelligence and deep learning with personal genetic information that provides personalized health and wellness guidance.,http://www.pathway.com
United States,California,San Diego,Trials.ai,Healthcare,Trials.ai leverages AI to manage clinical trials. We’_’_Î_re focused on Study Design & Execution for Sponsors & CRO’_’_Î_s & Sites.,https://trials.ai/
United States,California,San Francisco,3scan,Healthcare,,http://www.3scan.com/
United States,California,San Francisco,Arterys,Healthcare,Arterys is a provider of automated; intelligent cloud-based software that uses real-world clinical data to make imaging more accurate and data driven. Arterys developed 4D Flow technology; which generates precise measurements of blood flow noninvasively and non-radiatively anywhere in the body; and enables physicians to visualize and analyze blood flow inside the heart in 3D with automatic; interactive reporting.,http://www.arterys.com
United States,California,San Francisco,Atomwise,Healthcare,Atomwise uses Deep Learning Neural Networks to help discover new medicines.’_ Atomwise achieves results for new drug hit discovery; binding affinity prediction; and toxicity detection. Atomwise predicts drug candidates for pharmaceutical companies; startups; and research institutions.,http://www.atomwise.com
United States,California,San Francisco,Cardiogram,Healthcare,Cardiogram organize your mobile health data by making it meaningful; useful; and actionable.,http://www.cardiogr.am
United States,California,San Francisco,Clinicai,Healthcare,Brings biotechnology; sensor network and artificial intelligence to innovate early disease detection and revolutionize medicine.,https://www.clinicai.com/
United States,California,San Francisco,Doctor Hazel,Healthcare,Doctor Hazel is a real time and cancer screening platform powered by artificial intelligence.,http://www.doctorhazel.com/
United States,California,San Francisco,Elyse28,Healthcare,Elyse28 is an AI powered health coaching platform for chronic disease prevention.,https://elyse28.com/
United States,California,San Francisco,Gyant,Healthcare,GYANT is a 24/7 health assistant that's always there to answer your questions.,http://gyant.com/english/
United States,California,San Francisco,Medal,Healthcare,Medal provides enterprise software that enables secure; HIPAA compliant sharing and cataloging of clinical information from any electronic medical records system; including reports and summaries using natural language processing. The company allows users to collect and utilize updated individual data to create holistic patient profiles to feed decision support and drive better health outcomes.,http://www.medal.com
United States,California,San Francisco,MedWhat,Healthcare,Medwhat.com is a Silicon Valley health care IT startup that aims to help people stay healthy and more informed about health and medicine. The company uses natural language technology; biomedical Big Data and advanced semantic understanding to provide users with a personal health assistant.,http://www.medwhat.com
United States,California,San Francisco,Metabiota,Healthcare,,http://metabiota.com/
United States,California,San Francisco,Thalman Health,Healthcare,Thalman Health is revolutionizing thermometry with clinical grade sensors and machine learning.,http://thalmanhealth.com/
United States,California,San Francisco,Viz,Healthcare,Viz.ai is using deep learning to universalize ultrasound. Viz.ai makes point of care ultrasound simple and easy to use. Using AI; Viz's method instantly compares a scan of the patient to hundreds of thousands of other scans; thereby creating patterns for medical conditions. Viz's technology can divide the scans into different categories; thereby helping doctors to make the right decisions more quickly and reducing the likelihood of missing something when the scan is examined.,http://www.viz.ai
United States,California,San Francisco,Whole Biome,Healthcare,Whole Biome integrates laboratory science and computational analysis to gain a comprehensive and high resolution view of each individual's microbiome. The copmany then applies machine learning algorithms to identify broader trends in biochemical and metabolic pathways across populations. These high resolution data and analytic tools enable us to identify specific microbiome markers and novel interventions to treat diseases.,http://www.wholebiome.com
United States,California,San Mateo,Apixio,Healthcare,Apixio is a pioneer in applying big data technology to extract and analyze clinical unstructured and coded data using natural language processing and machine learning to derive outcomes and cost-related insights. Based in Silicon Valley; Apixio offers solutions that enable health plans and large provider groups to more accurately and efficiently determine member risk scores and receive appropriate value-based reimbursement.,http://www.apixio.com
United States,California,San Mateo,Health Fidelity,Healthcare,Health Fidelity offers solutions for healthcare organizations participating in risk-based payment programs.,http://www.healthfidelity.com
United States,California,San Mateo,Roam Insight,Healthcare,Roam is building the predictive analytics platform that will usher in the era of personalized medicine and outcome-based care.,http://www.roaminsight.com
United States,California,Santa Barbara,Resonant Therapeutics,Healthcare,Resonant Therapeutics is a privately-held biotechnology company focused on the discovery and development of novel therapeutics for unmet medical needs. The company is creating breakthrough therapies for cancer treatment.,http://www.resonantrx.com
United States,California,Santa Clara,Sensory,Healthcare,Sensory offers embedded AI technologies including computer vision; bio-metrics; speech recognition and natural language processing. Sensory is a tech licensing company and its technologies has shipped in billions of units across a wide range of brands and consumer electronic market segments including mobile phones; IoT; wearables; toys; and home electronics.,http://www.sensoryinc.com
United States,California,Santa Monica,DeepRadiology Corp,Healthcare,DeepRadiology is a medical deep learning artificial intelligence company bringing together the brightest minds in the field to create products that transform healthcare. DeepRadiology is headquartered in Southern California.,http://www.deepradiology.com
United States,California,Santa Monica,HealthTensor,Healthcare,HealthTensor uses Artificial Intelligence to mine the medical record for pertinent information and automate physician documentation.,http://www.healthtensor.com/
United States,California,Sunnyvale,Analatom,Healthcare,Analatom is a company that received a Department of Defense SBIR/STTR grant for a project entitled: Rotary Wing Dynamic Component Structural Life Tracking.’_ The abstract given for this project is as follows: The aim of this project is to demonstrate the feasibility of a fatigue lifetime tracking system for critical components used in rotary aircraft platforms. By incorporating neural network anomaly detection techniques; algorithms will be developed that track specific critical components and their unique identification across different platforms and rotary aircraft in order to evaluate both new and historic flight load parameter information associated with the operation of these multiple critical components. Combining this information with Health Usage Monitoring System (HUMS) data bases; algorithms will be developed that can both predict anomalous behaviors associated with extended flight load parameters; as well as forecast 'just in time' (optimal component retirement life cycles) and outline interim maintenance diagnostic decision points. The fatigue tracking system will further utilize advanced diagnostics and prognostics through the HUMS platform to improve battle readiness of the components and systems; as well as minimize maintenance costs over the life-cycle of the component. Further development will provide an advanced tool to maintenance engineers for determination of necessary diagnostic procedures and schedules for specified components and systems.,http://www.analatom.com/
United States,California,Sunnyvale,MEDgle,Healthcare,MEDgle aims for global health care transparency by guiding consumers to relevant diagnoses; physicians; services; and health products.,https://www.lumiata.com
United States,California,Woodland Hills,Eyenuk,Healthcare,Eyenuk; headquartered in Los Angeles; California; is focused on quickly and accurately identifying patients suffering from potentially blinding eye diseases and preserving their vision. Using computer vision and image analysis expertise; the company is developing a portfolio of products based on its proprietary retinal image analysis technology to identify and track the progression of eye diseases including diabetic retinopathy and age-related macular degeneration.,http://www.eyenuk.com
United States,Colorado,Colorado Springs,BurstIQ,Healthcare,BurstIQ creates cloud solutions that liberate and protect health data; enable the rapid development of insights; and engage individuals in a smart and intelligent way while enforcing robust security and privacy protections. The BurstIQ digital health platform accelerates the creation of next generation digital health and patient engagement applications saving both time and cost. The company's goal; create cloud solutions that help change the world and make it a healthier place.,http://www.burstiq.com
United States,Colorado,Denver,WellTok,Healthcare,WellTok combines knowledge of the healthcare industry and social networking technology in its CafeWell.com channel to achieve levels of consumer engagement for healthcare population managers through Social Health Management. WellTok's software/Internet products focus on providing a complete; integrated solution that include the engaging social health network; CafeWell; actionable member and group analytics; and integration with enterprise information systems.,http://www.welltok.com
United States,Connecticut,Guilford,Butterfly Network,Healthcare,Butterfly Network is transforming diagnostic and therapeutic imaging with devices; deep learning; and the cloud. Butterfly Network operates at the intersection of engineering and medicine by bringing together world-class talent in computer science; physics; mechanical engineering; electrical engineering and medicine. Butterfly Network is creating an entirely new approach to observe and heal the human body and couple it with deep learning and the cloud to enable insights that will profoundly impact society.,http://www.butterflynetinc.com
United States,Connecticut,Guilford,Lam Therapeutics,Healthcare,LAM Therapeutics develops precision therapeutics and companion diagnostics for cancer and rare diseases. LAM accelerates drug development by deploying technologies including next-gen sequencing; genome editing; chemical genomics; and combinational drug screening; with deep learning to match clinical drugs to new indications.,http://www.lamtherapeutics.com
United States,Connecticut,New Haven,RxAll Inc.,Healthcare,Safe medicines for patients through digital & AI platforms,’_https://www.rxall.net/
United States,Connecticut,Stamford,Kjaya,Healthcare,Kjaya is a company that received a SBIR Phase I grant for a project entitled: Semi-Autonomous Adaptive Neural and Genetic Segmentation of Medical Images. Their Phase I project will implement a physician-assisted; real-time adaptive system for the segmentation of anatomical structures in 3D medical image data. Medical image segmentation seeks to change the representation of an anatomical structure; making it more easily analyzed. Because of the extreme variability of these structures in biological systems; current idiosyncratic manual methods currently in use are tedious; time consuming; and error prone. Image segmentation cannot in general be programmatically solved. The proposed system is a Neural Network (NN) based adaptation of the individual data using parallel Graphics Processing Units (GPUs) and coupled with a Genetic Algorithm (GA) based adaptation across GPU cores. The system will build a diagnostically useful segmentation of the anatomical feature within seconds from an area of interest outlined by a physician using a Computed Tomography (CT) or Magnetic Resonance Imaging (MRI) scan. Fast growth in medical imaging overwhelms available diagnosticians. An intuitive and inexpensive system to quickly and accurately deliver diagnostic relevant segmentation of medical images offers tremendous commercial value. Currently; each scan requires approximately 50 minutes of manual preparation. The diagnosis and treatment of an estimated 20 percent of diseases benefit from medical imaging. Newer scanning technologies have increased in resolution; but such techniques have not made segmenting easier or faster. The proposed method will enable more diagnostics to be done with the quality controlled directly by physicians.,http://www.kjaya.com
United States,Delaware,Wilmington,Oncora Medical,Healthcare,Oncora Medical is a digital health company integrating big data and machine learning into radiation oncology. Founded in 2014; Oncora is developing clinical decision support software to aid oncologists based on the results of sophisticated data analytics.,http://www.oncoramedical.com
United States,Delaware,Wilmington,OWHealth,Healthcare,OWHealth is the parent company of the app; Flo; which is a woman's period calculator that tracks and smartly predicts menstrual cycles; ovulation; and fertile days by applying a neural network approach.,http://www.flo.health
United States,District of Columbia,Washington,VEDA Data Solutions,Healthcare,VEDA Data Solutions creates fully automated machine learning solutions that integrate with customers existing systems’_’_’± Nodata scientist required. VEDA's products are cloud based and accessed through APIs. It allows businesses access to innovative data science they need in their current dashboards.,http://www.vedadata.com
United States,Florida,Miami,Symptify,Healthcare,Symptify offers a mobile app that helps bring down healthcare costs by allowing users to evaluate their symptoms at their convenience.,’_https://symptify.com/
United States,Florida,Miami Beach,Care Angel,Healthcare,Care Angel - Your Families Free Virtual Intelligent Caregiving Assistant,https://careangel.com/
United States,Georgia,Atlanta,M-Scribe,Healthcare,New England based nationwide provider of Medical Billing and Documentation services to group practices; clinics and individual physiciansÎÛ The new method utilizes Natural Language Processing (NLP) technology that derives Computer Assisted Coding (CAC).,http://www.m-scribe.com
United States,Georgia,Duluth,Jvion,Healthcare,Jvion develops predictive solutions that help healthcare providers stop patient suffering. By combining advanced math and machine learning technology in a way already proven by leaders in the consumer and tech industries; the company can predict if a person will-for example-have a heart attack or suffer from sepsis while in the hospital.,http://www.jvion.com
United States,Hawaii,Honolulu,HealthTechApps; Inc.,Healthcare,We create neurotechnology platforms that help people tell their health story using short videos paired with artificial intelligence and ML.,http://healthtechapps.com/
United States,Illinois,Chicago,Etyon Health,Healthcare,Etyon builds technologies that connect data; automate decisions; and enhance patient engagement.,https://www.etyon.com/
United States,Illinois,Naperville,PhysIQ,Healthcare,PhysIQ; formerly VGBio; is dedicated to enabling proactive care delivery models through its proprietary; FDA-cleared Personalized Physiology Analytics technology. PhysIQ is a proven; first-of-its-kind data analytics platform designed to process multiple vital signs from wearable sensors to create a personalized dynamic baseline for each individual. By mapping vital sign relationships this way; physIQ's analytics detect subtle deviations that may be a precursor to disease exacerbation or change in health. With applications in both healthcare and wellness; physIQ is transforming continuous physiological data into insight for providers; health systems; payers; and pharmaceutical companies.,http://www.physiq.com
United States,Kentucky,Crestwood,Revon Systems,Healthcare,REVON is a health IT company with a groundbreaking system; which quantitatively assesses individual patient responses to therapeutic interventions. The platform uses AI machine learning algorithms to help patients understand the importance of symptoms they report. This Smart Symptom Tracking powers Smart Cohorts of patients for research and reduces patient symptom anxiety.’_,http://www.revonsystems.net
United States,Louisiana,New Orleans,Pine Biotech,Healthcare,Pine Biotech delivers solutions to ease multi-omics analysis and integration; allowing industries to seize the challenge and the promise of the future. The company's solution is a set of online tools covering a wide range of -omics data types that are capable of integrating analyses for different data types and are accessible via a simple user interface. The T-BioInfo platform combines analysis of heterogeneous data types and machine learning approaches; as well as integration and modeling. The simple interface and intuitive options for creating complex algorithmic pipelines also make this platform useful for bioinformatics education.,http://www.pine-biotech.com
United States,Maryland,Baltimore,Insilico Medicine,Healthcare,InSilico Medicine develops comprehensive scalable drug knowledge management systems of annotated drugs; small molecules; biologics and all other factors that may influence the many events on the molecular; cellular and tissue levels. The company uses their expertise in targeted drug selection based on individual patient's gene expression data and signaling cloud regulation for drug discovery in oncology and aging. The longer term goal of InSilico Medicine is to partner with the top pharmaceutical companies to help analyze their drug databases and lead compounds; improve enrollment into clinical trials; and to enable them to accurately predict the efficacy of their drugs on patient groups and individual patients.,http://www.insilicomedicine.com
United States,Maryland,Baltimore,Proscia,Healthcare,Proscia provides hundreds of pathologists and researchers with a cloud platform which leverages machine learning; computer vision and cloud computing to recognize histological patterns in whole slide images and quantify tissue in a clearer way. Proscia is a cloud-delivered solutions provider for digital pathology. Proscia's main focus area is fighting cancer. The company is bringing computer intelligence to pathology-harnessing the world's pathology information and put it to use fighting cancer. Proscia's cloud-based platform creates new avenues of collaboration between the world's clinicians and researchers; enabling quicker analysis; better treatments; and new hope for the cure.,http://www.proscia.com
United States,Maryland,Baltimore,Sunrise Health,Healthcare,Sunrise Health uses text-based group therapy and AI to get patients care from anywhere; 24/7; while saving providers time and money.,https://www.sunrisehealth.co/
United States,Massachusetts,Allston,Day Zero Diagnostics,Healthcare,Day Zero Diagnostics is using genome sequencing and machine learning to modernize infectious disease diagnosis and facilitate faster diagnosis of dangerous bacterial infections.,http://www.dayzerodiagnostics.com
United States,Massachusetts,Boston,Buoy Health,Healthcare,Buoy is an online symptom and cure checker that uses an intelligent algorithm backed by medical data to diagnose patients.,http://www.buoyhealth.com
United States,Massachusetts,Boston,FDNA Inc.,Healthcare,Genomic insights through computer vision; deep learning and artificial intelligence,http://www.fdna.com/
United States,Massachusetts,Boston,PathAI,Healthcare,Path AI applies deep learning techniques to massive aggregated sets of pathology data to build algorithms to automatically detect and diagnose medical conditions ’_’_’± with the goal of helping hundreds of millions of people receive fast; accurate diagnosis.,http://www.pathai.com
United States,Massachusetts,Boston,Profility,Healthcare,Profility's engine is built to process data generated from millions of individuals in an 'evolutionary process' which optimizes similarity functions and discovers. Profility's team of experts specialize in areas such as multi-dimensional; real-time; data matching technology; decision analysis and predictive modeling; Geriatrics and Gerontology; and Business Management; and all have years of proven success in their various fields of expertise.,http://www.profility.com
United States,Massachusetts,Boston,QMedic,Healthcare,QMedic's smart wearable medical alert service passively detects abnormal events and early signs of decline; including late wake-up times; wear/non-wear; bouts of inactivity; and changes in mobility and flexibility. The service sends real-time alerts to caregivers; enabling them to proactively monitor patient safety and wellness 24 hours/day. ’_ The solution is the first of its kind to sample continuously and not require battery recharge; making it easy for seniors to comply. By applying machine learning to this longitudinal data; QMedic offers limitless potential for caregivers not only to detect but also predict functional decline in the home.,http://www.qmedichealth.com
United States,Massachusetts,Boston,Wellframe,Healthcare,Wellframe is a Boston-based digital health company that combines mobile technology; artificial intelligence and human-centered process design to connect people and amplify care. Wellframe's Harvard and MIT trained team is supported by investors and advisers who are successful leaders in enterprise health and tech. Wellframe has completed successful clinical trials with top-tier academic medical centers and is partnering with leading risk-bearing entities.,http://www.wellframe.com
United States,Massachusetts,Burlington,Predilytics,Healthcare,"Predilytics is an advanced healthcare predictive analytics product and services company. The company is the first to commercially apply to population health the proven machine learning techniques from other demanding industry sectors such as financial services and consumer acquisition. Predilytics applies its analytic tools to transform healthcare ""big data""; and to point the way for at-risk healthcare organizations to optimize and precisely target their care delivery resources; to increase revenue; and to control costs.",http://www.predilytics.com
United States,Massachusetts,Cambridge,GNS Healthcare,Healthcare,GNS Healthcare is a big data analytics company that empowers health plans; providers; pharmaceutical companies; and foundations to make intelligent data-driven decisions. GNS provides the analytic solutions that specifically predict the impact of interventions for each individual to improve overall population health and reduce costs.,http://www.gnshealthcare.com
United States,Massachusetts,Cambridge,McCoy Medical Technologies,Healthcare,McCoy Medical Technologies provides a developer platform and API interface for algorithm developers; partners and end users. McCoy facilitates the streamlined distribution and hospital implementation of evidence-based practices and trained machine learning algorithms via a vendor neutral distribution platform. The McCoy platform allows users anywhere to access cloud-based algorithms without requiring access to the algorithm code or training data to protect PHI and developer Î‘,http://www.mccoymed.com
United States,Massachusetts,Cambridge,OM1,Healthcare,OM1; fka Better Outcomes; is developing a big data analytics platform to predict the outcomes of patients so that hospitals; healthcare systems; and other stakeholders can make better decisions about how to care for those patients. OM1's software applies machine learning algorithms to clinical and other kinds of data on millions of patients to help physicians understand; for example; how a patient with a particular condition may recover after surgery or react to a certain kind of treatment. Beyond conditions; the software takes things into account like age; gender; work habits; and social status. The software is also intended for life sciences researchers developing new drugs and devices; patient association groups; and healthcare payers.,http://www.om1.com
United States,Massachusetts,Cambridge,Qrativ,Healthcare,Qrativ is changing the way treatments for diseases with unmet medical need are discovered and developed. Formed by Mayo Clinic and nference; Qrativ combines nference's knowledge synthesis platform; and Mayo Clinic's medical expertise and clinical data to enable systematic drug purposing.,http://www.qrativ.bio
United States,Massachusetts,Cambridge,WuXi NextCODE,Healthcare,WuXi NextCODE (_’__Îç’_,http://www.wuxinextcode.com
United States,Missouri,St. Louis,Cofactor Genomics,Healthcare,Cofactor Genomics is committed to translating next-generation sequencing based technologies into stable and complete end-to-end product solutions through R&D developments that combine molecular; sequencing; and bioinformatics. Cofactor Genomics is the market leader in RNA based products and services in the rapidly expanding functional genomics market.,http://www.cofactorgenomics.com
United States,Nevada,Reno,Cyrcadia,Healthcare,Cyrcadia; formerly First Warning System; develops; manufactures; and markets a breast health screening device and method based on tissue health science and technology. The company's iTBra uses tiny sensors backed by intelligent machine learning to detect dynamic tissue changes in the breast that could indicate cancer. Using Bluetooth technology; the bra transmits data to your physician automatically in the case of an alert.’_,http://www.cyrcadiahealth.com
United States,New Jersey,Englewood,Hindsait; Inc.,Healthcare,Artificial Intelligence for Better Healthcare,http://www.hindsait.com
United States,New York,Brooklyn,Overl.ai,Healthcare,Overl.ai; fka EHR.Works; is a digital self-service patient intake solution that combines machine learning and automation to improve data capture and patient experience. The Overl.ai solution can be deployed on multiple platforms (web; tablet; mobile) and supports multiple languages. It is capable of capturing clinical and non-clinical information; processing insurance eligibility; collecting payments; scheduling and confirming appointments; collecting pre and post-visit surveys; and sharing information in real-time with EHR systems.,http://www.overl.ai
United States,New York,Huntington,Envisagenics,Healthcare,Envisagenics has developed a software as a service (SaaS) tool for RNA-seq data analysis and interpretation in the cloud. By sifting through the noise with machine learning and smart algorithms; the platform can help researchers pinpoint genes affected by errors in alternative splicing; including those found in cancer and genetic diseases. This could lead to the discovery; prioritization; and validation of new drugs and biomarkers.,http://www.envisagenics.com
United States,New York,New York,Actively,Healthcare,We increase consumer retention for boutique fitness studios by providing intuitive mobile experiences.,https://actively.ai/
United States,New York,New York,AiCure,Healthcare,AIC Innovations Group; dba AiCure; provides a mobile software-as-a-service (SaaS) healthcare platform that applies machine learning; computer vision; and big data to bring better health; better drugs; and better treatment to those who need it the most. The technology solution; which uses artificial intelligence to visually confirm medication ingestion; has been validated against drug levels in blood samples; and across other patient populations; from elderly stroke patients to study participants in schizophrenia and HIV prevention trials.,http://www.aicure.com
United States,New York,New York,ensa,Healthcare,ensa connects its users’_’_Î_ medical records and health and fitness apps to give personalized wellness recommendations on their mobile devices.,https://www.ensa.com/
United States,New York,New York,HealthReveal,Healthcare,HealthReveal is a healthcare technology company that anticipates and mitigates adverse medical events for individuals with chronic disease. HealthReveal partners with providers; payers; and employers to enable them to detect the onset of potentially life-threatening health issues and intervene before an adverse event occurs. The company offers a cloud-based; clinical analytics solution; harnessing the power of evidence-based medicine as a foundation for machine learning.,http://www.healthreveal.com
United States,New York,New York,HelloAva; Inc,Healthcare,Ava is a personal skincare consultant; powered by AI; deep learning and expert real dermatologists.,http://helloava.co/
United States,New York,New York,Hyperfine,Healthcare,Advanced Analytics For Precision Medicine,http://www.hyperfineglobal.com/
United States,New York,New York,MD.ai,Healthcare,AI-powered medicine; starting with radiology,http://md.ai
United States,New York,New York,Medivo,Healthcare,Prognos; formerly Medivo; is a healthcare AI company focused on eradicating disease by driving decisions earlier in healthcare in collaboration with payers; Life Sciences and diagnostics companies. The Prognos Registry is a source of clinical diagnostics information in over 30 disease areas; with over 9B medical records for 160M patients. Prognos has 500 extensive proprietary and learning clinical algorithms to enable earlier patient identification for enhanced treatment decision-making; risk management and quality improvement.,http://www.prognos.ai
United States,New York,New York,Precision Health AI,Healthcare,Precision Health AI is platform tech company that combines modern AI technology with best in class oncology data.,http://www.precisionhealth.ai/
United States,New York,New York,pulseData,Healthcare,pulseData builds adaptive; predictive engines; based on machine learning; for hospitals and healthcare companies to identify patients at risk of a bad; avoidable medical outcome.,http://www.pulsedata.io
United States,New York,New York,Spring Health,Healthcare,Spring Health is a company working to improve mental and behavioral healthcare by using machine-learning. The company's first product is a 10-minute digital test for depression that seeks to eliminate the often long; challenging process of selecting appropriate treatment.,http://www.spring.care
